question_idx,question_text,answer,gt_answer,em,f1,llm_correct,n_calls,n_badcalls,input_tokens,output_tokens,total_tokens,action_pruned_happen,context_pruned_happen,total_pruning,visited_pages
772,"Question: Which star in the movie Hush was born April 20, 1949?",Jessica Lange,Jessica Lange,1,1.0,1,3,0,5763,139,5902,0,0,0,0
4343,Question: are Mikhail Glinka and Jean-Baptiste Lully both composers ?,yes,yes,1,1.0,1,3,0,6111,154,6265,0,0,0,0
3883,Question: when was the coach of the 1981 Oklahoma Sooners football team born ?,"October 5, 1937",1937,0,0.5,1,3,0,5833,190,6023,0,0,0,0
5001,"Question: What is the population of the town that starts with the letter ""B"" that is connected by State Route 582 to Las Vegas?","14,885","15,023",0,0.0,0,5,0,10950,552,11502,0,0,0,0
5099,"Question: In addition to serving in the largest seaborne invasion in history, what is another military operation that Edmond Harjo served?",Battle of the Bulge,the Battle of Iwo Jima,0,0.5714285714285715,0,3,0,6016,223,6239,0,0,0,0
6481,Question: Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza,Yakuza,1,1.0,1,2,0,3951,135,4086,0,0,0,0
1378,"Question: The song that came out ahead of The Wanted's ""Lightning"" on the UK Singles Chart was featured on which album?",Talk That Talk,"""Talk That Talk""",1,1.0,1,5,0,10163,302,10465,0,0,0,0
5890,Question: What star of Two and a Half Men won two young artist and TV-land awards for his character?,Angus T. Jones,Angus Turner Jones,0,0.6666666666666666,1,4,0,8387,308,8695,0,0,0,0
6991,Question: The city Charles Prince Airport is approximately 16 km northwest of was called Salisbury until what year?,null,1982,0,0.0,0,7,0,15626,353,15979,0,0,0,0
1027,"Question: Which Nigerian footballer who plays as a forward for Shanghai Greenland Shenhua was one of eleven players to have played in the top divisions in Italy, Spain, England and Germany?",null,Obafemi Martins,0,0.0,0,7,0,16095,793,16888,0,0,0,0
2371,"Question: Which company is an American petroleum company, EOG Resources Inc. or General Mills Inc.?",EOG Resources Inc.,"EOG Resources, Inc.",1,1.0,1,2,0,3693,116,3809,0,0,0,0
869,Question: Keanu is a 2016 American action comedy film directed by Peter Atencio and written by who?,Jordan Peele and Alex Rubens,Jordan Peele,0,0.5714285714285715,1,3,0,5928,140,6068,0,0,0,0
1311,Question: Andrew Stanton co-directed which film which featured greedy grasshoppers?,A Bug's Life,A Bug's Life,1,1.0,1,3,0,5938,137,6075,0,0,0,0
3424,Question: Are both Bird Talk and Decibel monthly magazines about birds?,no,no,1,1.0,1,3,0,5684,115,5799,0,0,0,0
1940,"Question: In the British experimental jazz band Polar Bear, who handles digital devices?",Leafcutter John,Leafcutter John,1,1.0,1,3,0,5698,131,5829,0,0,0,0
3427,"Question: Are Cryptanthus and Gagea, both a genus?",yes,yes,1,1.0,1,3,0,5880,116,5996,0,0,0,0
423,Question: One of the coaches of Southern Methodist University also played what role at the Arizona State Sun Devils?,null,defensive coordinator,0,0.0,0,7,0,15872,428,16300,0,0,0,0
4706,Question: What show does the host of The 2011 Teen Choice Awards ceremony currently star on?,Based on a True Story,The Big Bang Theory,0,0.0,0,4,0,7953,261,8214,0,0,0,0
2910,Question: Live Wire Radio will possibly be considered as a replacement for a variety show created in what year?,1974,1974,1,1.0,1,3,0,6020,140,6160,0,0,0,0
1364,Question: The owner of radio station KWPW has the same name as an American character actor. What is it?,Bill McCutcheon,Bill McCutcheon,1,1.0,1,4,0,7975,218,8193,0,0,0,0
3576,"Question: Hairy Jeremy was a television show created in a style that, when it uses plasticine, is called what?",Claymation,clay animation,0,0.0,1,6,0,12721,653,13374,0,0,0,0
1031,Question: What UAE stadium was the venue for the 2016 Pakistan Super League opening ceremony?,Dubai International Cricket Stadium,Dubai International Stadium,0,0.8571428571428571,1,3,0,5712,174,5886,0,0,0,0
1049,Question: Rossiya Airlines in located in the largest what on earth?,null,largest country,0,0.0,0,4,0,8135,318,8453,0,0,0,0
5621,"Question: Which university has more schools, Ateneo de Davao University or University of Rochester?",University of Rochester,Ateneo de Davao University,0,0.28571428571428575,0,3,0,5825,169,5994,0,0,0,0
174,"Question: Which of the city at the south of Shelly Beach, New South Wales is a local government area in the Hunter region of New South Wales, Australia?",null,City of Newcastle,0,0.0,0,8,1,19638,1584,21222,0,0,0,0
3533,Question: What is the date of the reissue of one of Rhihanna's album that features three newly recorded songs and a DVD showing exclusive behind-the-scenes footage of Rihanna's worldwide tour that was the second overall and first world concert tour by Rihanna?,"June 2, 2008","June 2, 2008",1,1.0,1,6,0,13045,341,13386,0,0,0,0
5650,Question: McLaren MP4/11 was driven by what Finnish former professional racing driver,Mika Häkkinen,Mika Häkkinen,1,1.0,1,2,0,3802,96,3898,0,0,0,0
1962,Question: What was Thomas Boutflower Bennet's role at The Collegiate School of St Peter?,null,schoolmaster at J. L. Young's Adelaide Educational Institution and at Saint Peter's College.,0,0.0,0,4,0,7554,281,7835,0,0,0,0
1647,Question: What kind of act does Whaling in Australia and Right whale have in common?,whaling,hunt,0,0.0,1,3,0,5814,208,6022,0,0,0,0
1375,Question: Where operation Operation Dragoon and Battle of Cold Harbor fought during to different wars?,yes,yes,1,1.0,1,3,0,5734,172,5906,0,0,0,0
4544,Question: SkyJump Las Vegas is located at a hotel on what street?,Las Vegas Strip,Las Vegas Boulevard,0,0.6666666666666666,1,2,0,3710,121,3831,0,0,0,0
2734,"Question: What of Nico van der Meel's operatic roles was starring in a libretto based loosely on the eight paintings and engravings ""A Rake's Progress""?",Sellem,The Rake's Progress,0,0.0,0,2,0,3935,187,4122,0,0,0,0
2536,"Question: What actress is known for a starring role in Robert Bresson's ""Pickpocket"" and has also been directed by Just Jaeckin, a former photographer?",null,Marika Nicolette Green,0,0.0,0,7,0,16585,789,17374,0,0,0,0
5270,"Question: Which band, A Silent Film or The Frames, has more members?",The Frames,The Frames,1,1.0,1,3,0,6027,234,6261,0,0,0,0
7368,"Question: Which English former professional footballer ho played as a centre-back, did  Chris Jones played with ",null,Rio Gavin Ferdinand,0,0.0,0,1,0,1858,114,1972,0,0,0,0
7207,"Question: Who had a longer film career, Harry Sweet or John Biddle?",John Biddle,John Scott Biddle,0,0.8,0,5,0,10946,356,11302,0,0,0,0
6219,"Question: A pakistani photogropher was the personal photographer of a Pakistani politician who served as Prime Minister of Pakistan from 1973 to 1977,and who also served in what political office prior to that?",President of Pakistan,President of Pakistan,1,1.0,1,4,0,8187,409,8596,0,0,0,0
3770,"Question: Who directed the film which starred Steve Cochran and the actor who played Sheriff Roy Coffee in ""Bonanza""?",null,Louis King,0,0.0,0,7,0,14757,360,15117,0,0,0,0
6365,Question: What city has had an NFL football team with the same name as a Los Angeles NFL team?,Cleveland,St. Louis,0,0.0,0,4,0,7963,282,8245,0,0,0,0
1479,"Question: Which company is based in Kentucky, Vocelli Pizza or Fazoli's?",Fazoli's,Fazoli's,1,1.0,1,3,0,5866,123,5989,0,0,0,0
2668,"Question: Who was born first, Teru or Mike Shinoda?",Teru,Teruhiko,0,0.0,1,5,0,10034,327,10361,0,0,0,0
3774,Question: When did the event that led Marissa Kurtimah to flee her country of birth begin? ,23 March 1991,1991,0,0.5,1,3,0,6284,165,6449,0,0,0,0
4852,Question: When was the American economist to which Joseph A. Loftus worked as a communications assistant born? ,"December 13, 1920","December 13, 1920",1,1.0,1,3,0,5803,141,5944,0,0,0,0
6081,Question: Docks has hosted the funk rock band formed in what city in 1983?,null,Los Angeles,0,0.0,0,7,0,17138,763,17901,0,0,0,0
7383,"Question: Who was born first, Antonin Artaud or  Elizabeth Taylor?",Antonin Artaud,Antonin Artaud,1,1.0,1,3,0,6172,175,6347,0,0,0,0
4466,Question: What is this subfamily within the cat family Felidae named by Reginald Innes Pocock that is descendant of Pseudaelurus?,null,Pantherinae,0,0.0,0,7,0,15274,491,15765,0,0,0,0
1007,"Question: What actor's debut film also starred an actor who received four National Film Awards and eight Filmfare Awards, as well as an Academy Award nomination?",null,Tariq Khan,0,0.0,0,7,0,16864,800,17664,0,0,0,0
2226,Question: Are Southwest Florida International Airport and Henry E. Rohlsen Airport both in Florida?,no,no,1,1.0,1,3,0,5900,139,6039,0,0,0,0
5293,"Question: How long did The Shire of Flinders, which encompassed the extremity of the Mornington Peninsula located south-east of Melbourne, Australia, exist?",120 years,1874 until 1994,0,0.0,0,3,0,5702,236,5938,0,0,0,0
137,"Question: During Siege of Bharatpur, which Commander-in-Chief of Ireland and Commander-in-Chief of India contributed to the storming of the castle?","Stapleton Cotton, 1st Viscount Combermere",Lord Combermere,0,0.28571428571428575,0,6,0,13148,500,13648,0,0,0,0
4715,Question: Nikhil Nanda is the son of the insurance advisor in what business?,Life Insurance Corporation,life insurance,0,0.8,0,2,0,3808,191,3999,0,0,0,0
2728,Question: What profession did Alan Crosland and Kurt Voss both hold?,film director,film director,1,1.0,1,3,0,6010,156,6166,0,0,0,0
6949,Question: Are William James and Bret Easton Ellis both screenwriters?,no,no,1,1.0,1,2,0,3712,82,3794,0,0,0,0
5000,Question: Who was the secretary to the Winter Queen?,null,Sir Francis Nethersole,0,0.0,0,6,0,12110,330,12440,0,0,0,0
1355,Question: Which former Republican won the presidential nomination at the 2012 United States Libertarian National Convention? ,Gary Johnson,Gary Earl Johnson,0,0.8,1,4,0,8159,237,8396,0,0,0,0
6606,Question: What movement was the the person referred to as Mumia part of?,null,black nationalism,0,0.0,0,7,0,15423,630,16053,0,0,0,0
306,Question: Which former mill town is near Rivington Hall Barn?,Chorley,Bolton,0,0.0,0,4,0,8256,215,8471,0,0,0,0
2121,"Question: Which dog is based in Switzerland, Appenzeller Sennenhund or Drentse Patrijshond?",Appenzeller Sennenhund,Appenzeller Sennenhund,1,1.0,1,2,0,3898,92,3990,0,0,0,0
6773,Question: Arbutus and Aspidistra are what types of plants?,flowering plants,flowering plants,1,1.0,1,3,0,6002,134,6136,0,0,0,0
6816,"Question: Which contributor to the CBS News program ""60 Minutes"" also contributed to The Great American Dream Machine?",Andy Rooney,Andy Rooney,1,1.0,1,6,0,13648,408,14056,0,0,0,0
5570,Question: The southern terminus of State Route 102 is located in a town on the southwestern side of an island know to locals as what?,null,the backside,0,0.0,0,7,0,15680,545,16225,0,0,0,0
3156,Question: The hip hop group Strange Fruit Project relates its name to what song by a famous female jazz musician and singer known for her vocal delivery and improvisational skills?,Strange Fruit,"""Strange Fruit""",1,1.0,1,2,0,3842,173,4015,0,0,0,0
4209,Question: Which bi-weekly publication ranked Schreiber Foods as number 81 in 2016.,null,Forbes ranked Schreiber Foods,0,0.0,0,3,0,5751,232,5983,0,0,0,0
7359,Question: In what city does the most successful American and international five-and-dime business have a historic building?,New York City,"Watertown, New York",0,0.6666666666666666,0,6,0,12470,377,12847,0,0,0,0
219,Question: Which country did the Falkland Islands beat in the 2010 Commonwealth games that has eleven administrative divisions?,null,Samoa,0,0.0,0,4,0,7714,291,8005,0,0,0,0
2606,"Question: In what year was the writer of ""The Bet"" born?",1860,1964,0,0.0,0,4,0,8001,175,8176,0,0,0,0
2807,Question: Allison Gross is a character in a story which applies what writing technique that introduces characters in threes? ,Rule of three,rule of three,1,1.0,1,4,0,8243,330,8573,0,0,0,0
4913,Question: Which 8-year old star of an epistolary novel turned musical by Alice Walker also voiced Frankie Greene in a Disney series?,null,Diamond White,0,0.0,0,7,0,15985,574,16559,0,0,0,0
6052,Question: Is Dappy or Tobias Sammet German? ,Tobias Sammet,Tobias Sammet (21 November 1977) is a German musician,0,0.4,1,3,0,5887,145,6032,0,0,0,0
7008,"Question: Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,Kelly Bundy,1,1.0,1,8,1,13040,325,13365,0,0,0,0
1472,Question: Which airline hub does Japan Air Commuter and Japan Airlines share in common?,Itami Airport,Osaka International Airport,0,0.4,1,3,0,6227,187,6414,0,0,0,0
6130,"Question: Who produced the film that featured the the song ""No Matter What"" on the US edition of the soundtrack?",null,Duncan Kenworthy,0,0.0,0,7,0,15184,506,15690,0,0,0,0
4756,"Question: Which episode of SpongeBob SquarePants aired first, The Clash of Triton or To SquarePants or Not to SquarePants?""",To SquarePants or Not to SquarePants,To SquarePants or Not to SquarePants,1,1.0,1,3,0,6031,224,6255,0,0,0,0
3103,Question: Thomas Parker Sanborn was a model for the protagonist in the only novel by a poet originally from what country?,Spain,Spain,1,1.0,1,3,0,6246,134,6380,0,0,0,0
3426,Question: Are York Minster and Brentwood Cathedral in the same country?,yes,yes,1,1.0,1,3,0,5975,125,6100,0,0,0,0
5882,Question: Who founded the company that Robinsons-May is a subsidiary of ?,David May,David May,1,1.0,1,3,0,5680,120,5800,0,0,0,0
2446,Question: Which actor in the film Equus is also in the film The Informers?,null,Colin Blakely,0,0.0,0,6,0,12894,404,13298,0,0,0,0
450,Question: What is the name of the oldest child that attended the Trump campaign-Russian meeting?,Donald Trump Jr.,Donald Trump Jr.,1,1.0,1,4,0,8081,321,8402,0,0,0,0
1455,Question: Moonlight starred the actor who played whom on the remake of Hawaii Five-0?,null,Steve McGarrett,0,0.0,0,7,0,16472,531,17003,0,0,0,0
5979,Question: Dan Hurley is the brother of which head coach of Arizona State's men's basketball team?,Bobby Hurley,Robert Matthew Hurley,0,0.4,1,4,0,7813,197,8010,0,0,0,0
6713,Question: Barbara Streisand's 34th album Partners features a duet with which of her children?,Jason Gould,Jason Emanuel Gould,0,0.8,1,2,0,3837,136,3973,0,0,0,0
1610,Question: Who was the First Prophert to the sixth Pharaoh of the Eighteenth Dynasty?,null,Khonsu,0,0.0,0,7,0,15402,505,15907,0,0,0,0
1952,Question: What club does the footballer who surpassed David Beckham for the appearance record play for?,null,Premier League club Everton,0,0.0,0,7,0,16853,464,17317,0,0,0,0
6115,"Question: The reporter who digs into the campaign of a former Marine Colonel, worked where in Cleveland?",null,Cleveland Press,0,0.0,0,4,0,8005,557,8562,0,0,0,0
4644,Question: What type of radio stations played songs by the group who released the album Holiday Harmony?,pop and soft rock stations,pop/soft rock stations,0,0.5,1,3,0,5788,151,5939,0,0,0,0
5066,"Question: SWX Right Now airs on the station that broadcasts on what channel in Billings, Montana?",null,8,0,0.0,0,4,0,7952,329,8281,0,0,0,0
6622,"Question: Which of the role of Cindy Robinson was an anime adaptation of the ""Blue Dragon"" video game series?",Zola,Blue Dragon,0,0.0,0,4,0,8150,256,8406,0,0,0,0
7107,Question: What is the nickname of the peninsula that is home to the Calabrian Black Squirrel?,"lo Stivale (""the Boot"")","""lo Stivale"" (the Boot)",1,1.0,1,4,0,8197,182,8379,0,0,0,0
5156,Question: What is the name of the county that Cari Roccaro is from?,null,Suffolk,0,0.0,0,4,0,7812,225,8037,0,0,0,0
2810,Question: My First Mister co-stars an actor who was best known for his role as what character on the TV series Roseanne?,Dan Conner,Dan Conner,1,1.0,1,5,0,10473,235,10708,0,0,0,0
6004,"Question: In 2010, what was the population for a state which is known for Annalee Dolls?","1,316,470","6,241",0,0.0,0,5,0,10786,430,11216,0,0,0,0
6008,Question: What United Kingdom Prime Minister was succeeded in the 1990s by the Leader of the Conservative Party?,null,Margaret Thatcher,0,0.0,0,7,0,18370,464,18834,0,0,0,0
6685,Question:  Chun Woo-hee's notable films include a South Korean horror film about  a policeman who investigates a series of mysterious killings and what?,Han Gong-ju,illnesses,0,0.0,0,3,0,6094,308,6402,0,0,0,0
6291,Question: Are Water dropwort and Costus both in the family Apiaceae?,no,no,1,1.0,1,5,0,10084,320,10404,0,0,0,0
1165,Question: Are both Adolfo Bioy Casares and James Norman Hall Argentinian authors?,no,no,1,1.0,1,3,0,5910,125,6035,0,0,0,0
7261,Question: Which Olympic game featured Boules and happened right before medals started to be awarded?,null,The Summer Olympic Games,0,0.0,0,4,0,8013,477,8490,0,0,0,0
3114,"Question: Which building, the Metropolitan Life Insurance Company Tower or the 432 Park Avenue building, has two addresses?",null,Metropolitan Life Insurance Company Tower,0,0.0,0,5,0,11614,344,11958,0,0,0,0
2862,Question: Who was the last king of the Shahiya?,null,Trilochanpala,0,0.0,0,7,0,15879,833,16712,0,0,0,0
1266,Question: British Airways and EasyJet are both based out of where?,London,London,1,1.0,1,3,0,5894,102,5996,0,0,0,0
1105,Question: Are Über Goober and American Jobs both documentaries about gaming?,no,no,1,1.0,1,3,0,5761,132,5893,0,0,0,0
7150,"Question: In 2008, The Littlewoods Ireland Carnogie Leagues sponsor known as?",null,Shop Direct Group,0,0.0,0,5,0,10279,455,10734,0,0,0,0
2075,Question: The first Latina Supreme Court Justice was part of the majority decision of a case that upheld which previous supreme court case?,null,Apprendi v. New Jersey,0,0.0,0,7,0,15533,613,16146,0,0,0,0
5993,Question: The Woodvale Historic District was built buy a company headquartered where?,"Robertsdale, Pennsylvania","Rockhill Furnace, Pennsylvania",0,0.4,0,6,0,12747,503,13250,0,0,0,0
4387,"Question: Calling All Dawns includes the theme for the game ""Civilization IV,"" written by whom?",Christopher Tin,Christopher Tin,1,1.0,1,2,0,3855,168,4023,0,0,0,0
1875,Question: In what city did Brian Mannal convene when he was a member of the 188th and 189th General Court?,Boston,Boston,1,1.0,1,3,0,5933,219,6152,0,0,0,0
4403,"Question: Which singer has been in more music bands, Michael Crafter or Martin Degville?",Michael Crafter,Michael Crafter,1,1.0,1,3,0,6009,217,6226,0,0,0,0
1385,Question: what type of media does Ratatouille and PlayStation 3 have in common?,null,video game,0,0.0,0,4,0,8687,224,8911,0,0,0,0
5342,Question: What is the nationality of the dancer who partnered Tom Chambers in the sixth season of Strictly Come Dancing ?,Danish,Danish,1,1.0,1,7,0,15428,381,15809,0,0,0,0
4301,Question: Nikolay Mitrofanovich Krylov and Anatoly Fomenko both held what academic title?,Professor,mathematician,0,0.0,0,3,0,5841,192,6033,0,0,0,0
778,Question: Which author dedicated a 1985 romance novel to the author who did in 2009 and wrote under the pen name Gwyneth Moore?,null,Eva Ibbotson,0,0.0,0,7,0,15941,750,16691,0,0,0,0
5922,"Question: David Wayne Hull (born 1962 or 1963) is a leader of which group that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard?",White Knights of the Ku Klux Klan,White Knights,0,0.5,1,3,0,6171,325,6496,0,0,0,0
7216,Question: Who recorded the song written by Johnny Russell,Buck Owens and The Beatles,Buck Owens,0,0.6666666666666666,0,3,0,5716,322,6038,0,0,0,0
2869,Question: Gül Mosque and Hippodrome of Constantinople are both located where?,"Istanbul, Turkey","Istanbul, Turkey",1,1.0,1,3,0,5992,127,6119,0,0,0,0
5261,Question: How many episodes were in the original run of the HBO show that Kristin Davis played the character Charlotte York Goldenblatt?,null,94,0,0.0,0,7,0,15167,417,15584,0,0,0,0
927,"Question: Electronic Attack Squadron 138 is a type of which American carrier-based electronic warfare aircraft, a specialized version of the two-seat F/A-18F Super Hornet?",EA-18G Growler,Boeing EA-18G Growler,0,0.8,1,3,0,5994,279,6273,0,0,0,0
4071,"Question: Which football player that topped the 10,000-yard career rushing mark has played for the New England Patriots?",null,Curtis James Martin Jr.,0,0.0,0,7,0,16503,546,17049,0,0,0,0
516,Question: What screenplay was worked on by both Edward Carfagno and Miklos Rozsa?,Ben-Hur (1959),Julius Caesar,0,0.0,0,3,0,6166,230,6396,0,0,0,0
7212,Question: When did the husband of William Roper bornj who was also the father of  Margaret Roper?,null,7 February 14786,0,0.0,0,2,0,3762,185,3947,0,0,0,0
3915,"Question: Between Amazing Stories and Aquarium Fish International, which magazine is devoted more to hobbies related to physical activities?",null,Aquarium Fish International,0,0.0,0,3,0,5813,174,5987,0,0,0,0
4248,Question: Who won the 1981 CART PPG Indy Car World Series in Avondale Arizona?,Rick Mears,Rick Ravon Mears,0,0.8,1,2,0,3792,215,4007,0,0,0,0
1162,Question:  The Nantahala National Forest and the Croatan National Forest are both located in which state?,North Carolina,North Carolina,1,1.0,1,3,0,5890,126,6016,0,0,0,0
1544,"Question: What baseball team, part of the ten-school collegiate athletic conference headquartered in Irving, Texas, was coached by Randy Mazey in 2016?",West Virginia University,West Virginia Mountaineers,0,0.6666666666666666,0,5,0,10067,450,10517,0,0,0,0
5113,"Question: What boy band formed in Orlando, Florida in 1993 performed at the 2001 Kids Choice Awards?",Backstreet Boys,Backstreet Boys,1,1.0,1,7,0,15195,431,15626,0,0,0,0
973,Question: How many yards did the nephew of Ivory Lee Brown get during his 2004 true freshman season?,"1,925 yards","1,925 yards",1,1.0,1,3,0,6070,153,6223,0,0,0,0
1991,Question: How many chapters does Yōko Shōji's most famous manga have?,24,24,1,1.0,1,3,0,5781,141,5922,0,0,0,0
2517,"Question: What film, based on the book “Boston Strong”, featured the actress Alex McKenna?",null,Patriots Day,0,0.0,0,7,0,15146,350,15496,0,0,0,0
15,Question: Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,"342,034,432","9,984",0,0.0,0,3,0,5972,152,6124,0,0,0,0
1547,Question: What was Iqbal F. Qadir on when he participated in an attack on a radar station located on western shore of the Okhamandal Peninsula?,flotilla,flotilla,1,1.0,1,2,0,3828,144,3972,0,0,0,0
3699,"Question: How many albums have been sold by the singer who released the 2002 single ""Sk8er Boi""?  ",50 million,40 million,0,0.5,0,4,0,8140,192,8332,0,0,0,0
6421,Question: Which was the last of four Alien films to feature Sigourney Weaver?,Alien: Resurrection,Alien Resurrection,1,1.0,1,3,0,5638,164,5802,0,0,0,0
4212,Question: What was the nickname of the English monarch that Petruccio Ubaldini presented one of his books?,null,The Virgin Queen,0,0.0,0,7,0,15049,340,15389,0,0,0,0
1164,Question: What was the career that Sidney Lumet and Albert Ward share in common?,film director,screenwriter,0,0.0,0,4,0,8403,222,8625,0,0,0,0
6836,Question: In what year was the aviator in whose honour the Quai d'Auteuil was renamed born?,1872,1872,1,1.0,1,3,0,6097,135,6232,0,0,0,0
5853,"Question: Who is the American actress that stars in the movie ""Innocesnce"" and is best known for her role as Alexandra Cabot in a long-running NBC series?",Stephanie March,Stephanie Caroline March,0,0.8,1,4,0,8204,228,8432,0,0,0,0
1523,"Question: ""The Fixer"" is a song from an album produced by who ?",Brendan O'Brien,Brendan O'Brien,1,1.0,1,3,0,6117,128,6245,0,0,0,0
6665,"Question: In what category did the composer of ""Elliot, a Soldier's Fugue"" win a Tony Award in 2008?",null,for Best Musical,0,0.0,0,7,0,17705,796,18501,0,0,0,0
2955,Question: The Party Machine with Nia Peeples was executive produced by the talk show host whose show originally ran during what time period?,"January 3, 1989 – May 27, 1994",from 1989 until 1994,0,0.36363636363636365,1,3,0,5925,209,6134,0,0,0,0
1783,Question: What did the main character in Unbroken do in the Olympics?,"distance runner, 5,000 m race",Olympic distance runner,0,0.5,1,4,0,7862,278,8140,0,0,0,0
913,Question: Brian Olsen was the lst WEC heavyweight champion before the promotion company founded in what month purchased the organization?,January,January 2001,0,0.6666666666666666,0,4,0,8041,187,8228,0,0,0,0
1396,"Question: Which former American football player had a part in the movie ""Gamer?""",Terry Crews,Terry Crews,1,1.0,1,3,0,6091,205,6296,0,0,0,0
1283,Question: How long is the tidal estuary in which Branford is a shoreline town?,110 miles (180 km),110 miles,0,0.6666666666666666,1,4,0,7756,181,7937,0,0,0,0
693,Question: The major benefactor who donated money to build Archbold Gymnasium sold his oil company to whom?,John D. Rockefeller's Standard Oil Company,John D Rockefeller's Standard Oil Company,1,1.0,1,3,0,5816,157,5973,0,0,0,0
5696,"Question: Who was born first, Frank I. Cobb or Joseph Pulitzer?",Joseph Pulitzer,Joseph J. Pulitzer,0,0.8,1,3,0,5776,197,5973,0,0,0,0
5930,"Question: Which single was recorded in 1989 at the first Tubronegro rehearsal by the Norwegian punk rock band, initially active from 1989 to 1998, whose style is ""deathpunk""?",Route Zero,Computech,0,0.0,0,3,0,5864,214,6078,0,0,0,0
2566,"Question: The Declaration of Montreal was the founding document of which world event, lasting from July 26-August 5, 2006?",World Outgames,The 1st World Outgames,0,0.8,0,2,0,3810,219,4029,0,0,0,0
1998,Question: What is the alcohol content of the drink normally consumed alongside Rippchen?,4.8–7.0%,4.8%–7.0%,1,1.0,1,4,0,7892,187,8079,0,0,0,0
6479,"Question: Which show aired first, ""Rudolph the Red-Nosed Reindeer"" or, ""A Charlie Brown Christmas""?",Rudolph the Red-Nosed Reindeer,Rudolph the Red-Nosed Reindeer,1,1.0,1,4,0,8158,244,8402,0,0,0,0
189,Question: Tefik Selim Mborja was a part of a party that held power in Albania until what year? ,1943,1943,1,1.0,1,3,0,6012,175,6187,0,0,0,0
5134,"Question: At which rank did the American author, military historian, illustrator and painter, born in 1913, who survived the surprise military strike by the Imperial Japanese Navy Air Service against the United States finally retire?",null,Colonel,0,0.0,0,7,0,15888,840,16728,0,0,0,0
2802,Question: What was the name of the company that produced  the first practical jet aircraft that first flew on 27 August 1939?,null,Heinkel Flugzeugwerke,0,0.0,0,7,0,14868,563,15431,0,0,0,0
4040,"Question: Which genus has more species, Azorina or Azadirachta?",Azadirachta,Azadirachta,1,1.0,1,3,0,5910,131,6041,0,0,0,0
930,"Question: Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?",null,Charlie Murphy,0,0.0,0,5,0,10271,459,10730,0,0,0,0
5225,Question: What college in the Blue Ridge Assembly Historic District  emphasized the study of art?,null,Black Mountain College,0,0.0,0,3,0,5685,222,5907,0,0,0,0
6350,Question: Is Rice University or Stanford University further west?,Stanford University,Stanford University,1,1.0,1,3,0,5840,107,5947,0,0,0,0
5732,Question: Erik Wickberg was the general of an army linked to which religious sect ?,Christian,Protestant Christian,0,0.6666666666666666,0,6,0,12288,454,12742,0,0,0,0
925,"Question: Which genus has more species, Bactris and Epigaea?",null,Bactris,0,0.0,0,7,0,14781,398,15179,0,0,0,0
1436,Question: Which former president of the Fédération Internationale de l'Automobile (FIA) cofounded Simtek Research?,Max Mosley,Max Rufus Mosley,0,0.8,1,4,0,7864,237,8101,0,0,0,0
5889,"Question: Which mountain is higher, Tongshanjiabu or Himalchuli?",Himalchuli,"Himalchuli has three main peaks: East (7893 m), West (7540 m) and North (7371 m)",0,0.125,0,3,0,5910,238,6148,0,0,0,0
5129,Question: Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,null,Keelung,0,0.0,0,7,0,15410,499,15909,0,0,0,0
1182,Question: What NHL team drafted Kaspars Astasenko in 1999 and won the Stanley Cup in 2003-04?,Tampa Bay Lightning,Tampa Bay Lightning,1,1.0,1,4,0,8114,223,8337,0,0,0,0
2704,Question: What component was included on the iPad4 that is now a registered trademark in Jamaica? ,null,Retina Display,0,0.0,0,7,0,15854,464,16318,0,0,0,0
1144,Question: The 1989 Batman film was produced by Jon Peters and a man that is the CEO of what company?,Mandalay Entertainment,Mandalay Entertainment,1,1.0,1,6,0,12629,229,12858,0,0,0,0
2538,Question: Who was the gunman of the hostage crisis which Chris Reason was awarded the Graham Perkin Australian Journalist of the Year Award for his coverage of?,null,Man Haron,0,0.0,0,7,0,16984,741,17725,0,0,0,0
2905,Question: Who was born first Václav Havel or Penelope Fitzgerald?,Penelope Fitzgerald,Penelope Fitzgerald,1,1.0,1,3,0,6033,163,6196,0,0,0,0
6756,Question: The Hip Hop Republican was credited with giving blacks emphasizing traditionalism and capitalism a sense of community during which presidential election?,2008 presidential election,2008,0,0.5,1,3,0,5671,168,5839,0,0,0,0
1793,Question: Robbie Tucker plays in what series that follows a group of friends who run an Irish bar?,It's Always Sunny in Philadelphia,It's Always Sunny in Philadelphia,1,1.0,1,3,0,6092,229,6321,0,0,0,0
545,Question: The first book in the Sprawl Trilogy won what three awards?,null,"Nebula Award, the Philip K. Dick Award, and the Hugo Award",0,0.0,0,7,0,15112,349,15461,0,0,0,0
743,"Question: Who holds the world record for jumping over 6 buses and appeared on the British television series ""The Jump""?","Eddie ""The Eagle"" Edwards","Eddie ""The Eagle"" Edwards",1,1.0,1,5,0,10137,272,10409,0,0,0,0
