question_idx,framework,em,f1,total_tokens
7777,reflexion_react,1.0,1.0,1981
7398,reflexion_react,1.0,1.0,2045
2021,reflexion_react,1.0,1.0,3062
8755,reflexion_react,1.0,1.0,20529
4242,reflexion_react,0.0,0.0,78066
5880,reflexion_react,1.0,1.0,4518
4795,reflexion_react,1.0,1.0,2077
9500,reflexion_react,1.0,1.0,2007
344,reflexion_react,0.0,0.0,38964
2194,reflexion_react,0.0,0.0,105936
3125,reflexion_react,1.0,1.0,3148
7350,reflexion_react,1.0,1.0,19774
4187,reflexion_react,1.0,1.0,1936
1564,reflexion_react,1.0,1.0,8573
8501,reflexion_react,1.0,1.0,2028
7826,reflexion_react,1.0,1.0,4529
2634,reflexion_react,1.0,1.0,2091
6223,reflexion_react,1.0,1.0,2154
2939,reflexion_react,0.0,0.0,54614
7736,reflexion_react,1.0,1.0,27556
6431,reflexion_react,1.0,1.0,46290
8853,reflexion_react,1.0,1.0,3238
8292,reflexion_react,1.0,1.0,2050
4922,reflexion_react,1.0,1.0,3052
9578,reflexion_react,1.0,1.0,2080
6280,reflexion_react,1.0,1.0,5878
5545,reflexion_react,1.0,1.0,8761
8144,reflexion_react,1.0,1.0,45552
9250,reflexion_react,1.0,1.0,33906
2632,reflexion_react,1.0,1.0,2028
1652,reflexion_react,1.0,1.0,3232
234,reflexion_react,1.0,1.0,39593
5535,reflexion_react,1.0,1.0,2046
2432,reflexion_react,1.0,1.0,3274
3854,reflexion_react,1.0,1.0,2250
9696,reflexion_react,1.0,1.0,3215
1950,reflexion_react,1.0,1.0,6267
342,reflexion_react,1.0,1.0,3021
6116,reflexion_react,1.0,1.0,30201
6266,reflexion_react,1.0,1.0,3054
6686,reflexion_react,0.0,0.0,47948
4877,reflexion_react,1.0,1.0,19948
705,reflexion_react,1.0,1.0,2154
6245,reflexion_react,1.0,1.0,2046
2278,reflexion_react,1.0,1.0,11839
8642,reflexion_react,1.0,1.0,1941
644,reflexion_react,1.0,1.0,11474
2850,reflexion_react,1.0,1.0,2020
5903,reflexion_react,1.0,1.0,9402
150,reflexion_react,0.0,0.0,33444
7976,reflexion_react,1.0,1.0,9280
867,reflexion_react,1.0,1.0,5654
6248,reflexion_react,1.0,1.0,2069
8712,reflexion_react,1.0,1.0,1991
4260,reflexion_react,0.0,0.0,30754
4562,reflexion_react,1.0,1.0,1976
441,reflexion_react,1.0,1.0,3247
1019,reflexion_react,1.0,1.0,2002
4950,reflexion_react,1.0,1.0,2027
7521,reflexion_react,1.0,1.0,2041
4312,reflexion_react,1.0,1.0,2042
294,reflexion_react,1.0,1.0,2007
1613,reflexion_react,1.0,1.0,2040
5524,reflexion_react,0.0,0.0,32902
9836,reflexion_react,1.0,1.0,1983
7088,reflexion_react,1.0,1.0,2074
1413,reflexion_react,0.0,0.0,30357
6656,reflexion_react,1.0,1.0,2086
9954,reflexion_react,0.0,0.0,83907
9131,reflexion_react,0.0,0.0,31958
5917,reflexion_react,1.0,1.0,4293
6853,reflexion_react,0.0,0.0,86329
7884,reflexion_react,1.0,1.0,1893
1068,reflexion_react,0.0,0.0,35258
470,reflexion_react,1.0,1.0,9335
4007,reflexion_react,1.0,1.0,2019
9761,reflexion_react,0.0,0.0,30027
2114,reflexion_react,1.0,1.0,2007
8199,reflexion_react,1.0,1.0,10830
3905,reflexion_react,1.0,1.0,9057
4218,reflexion_react,1.0,1.0,6581
2019,reflexion_react,1.0,1.0,2115
7525,reflexion_react,1.0,1.0,4827
3148,reflexion_react,0.0,0.0,86313
1924,reflexion_react,1.0,1.0,37806
4921,reflexion_react,1.0,1.0,2007
4410,reflexion_react,1.0,1.0,3171
2778,reflexion_react,1.0,1.0,1936
7732,reflexion_react,1.0,1.0,2049
3121,reflexion_react,1.0,1.0,1996
8565,reflexion_react,0.0,0.0,31752
5516,reflexion_react,0.0,0.0,31413
6857,reflexion_react,0.0,0.0,61982
4508,reflexion_react,1.0,1.0,1910
4025,reflexion_react,1.0,1.0,1904
6521,reflexion_react,0.0,0.0,37689
9396,reflexion_react,1.0,1.0,1986
7968,reflexion_react,1.0,1.0,20218
3,reflexion_react,0.0,0.0,38420
1495,reflexion_react,1.0,1.0,9862
7554,reflexion_react,1.0,1.0,2029
8074,reflexion_react,1.0,1.0,63100
2324,reflexion_react,1.0,1.0,1995
2406,reflexion_react,1.0,1.0,1954
699,reflexion_react,1.0,1.0,3154
5805,reflexion_react,1.0,1.0,9129
9070,reflexion_react,1.0,1.0,2025
2168,reflexion_react,0.0,0.0,95048
4086,reflexion_react,1.0,1.0,2109
8586,reflexion_react,0.0,0.0,72461
3675,reflexion_react,1.0,1.0,3071
7916,reflexion_react,1.0,1.0,2094
7103,reflexion_react,1.0,1.0,2029
4079,reflexion_react,1.0,1.0,18911
1857,reflexion_react,1.0,1.0,1984
3351,reflexion_react,0.0,0.0,105775
9800,reflexion_react,1.0,1.0,9125
2693,reflexion_react,1.0,1.0,3177
2119,reflexion_react,0.0,0.0,51961
44,reflexion_react,1.0,1.0,6447
4452,reflexion_react,1.0,1.0,2041
9903,reflexion_react,0.0,0.0,32413
2548,reflexion_react,1.0,1.0,25956
8675,reflexion_react,0.0,0.0,30522
7355,reflexion_react,1.0,1.0,2073
4326,reflexion_react,1.0,1.0,3018
3691,reflexion_react,1.0,1.0,1982
3568,reflexion_react,1.0,1.0,6250
762,reflexion_react,1.0,1.0,2017
2492,reflexion_react,0.0,0.0,102885
9445,reflexion_react,1.0,1.0,3084
7187,reflexion_react,0.0,0.0,88497
8129,reflexion_react,1.0,1.0,2067
6454,reflexion_react,1.0,1.0,1975
6886,reflexion_react,1.0,1.0,2042
1023,reflexion_react,0.0,0.0,56135
9981,reflexion_react,1.0,1.0,2009
8921,reflexion_react,1.0,1.0,7840
7674,reflexion_react,1.0,1.0,3164
2073,reflexion_react,1.0,1.0,13967
6466,reflexion_react,0.0,0.0,36454
6455,reflexion_react,1.0,1.0,6232
8956,reflexion_react,1.0,1.0,6206
3445,reflexion_react,1.0,1.0,2263
380,reflexion_react,0.0,0.0,33749
3018,reflexion_react,1.0,1.0,2071
5620,reflexion_react,1.0,1.0,3203
9889,reflexion_react,0.0,0.0,32873
5798,reflexion_react,1.0,1.0,2113
6458,reflexion_react,1.0,1.0,1973
9581,reflexion_react,1.0,1.0,100669
4608,reflexion_react,1.0,1.0,3177
225,reflexion_react,1.0,1.0,1973
3655,reflexion_react,1.0,1.0,17341
3831,reflexion_react,1.0,1.0,1971
1205,reflexion_react,1.0,1.0,2037
5373,reflexion_react,1.0,1.0,29538
2350,reflexion_react,1.0,1.0,3029
5728,reflexion_react,1.0,1.0,6157
1994,reflexion_react,0.0,0.0,31539
7409,reflexion_react,0.0,0.0,58408
2657,reflexion_react,1.0,1.0,1982
8960,reflexion_react,1.0,1.0,3089
8632,reflexion_react,1.0,1.0,2085
1789,reflexion_react,1.0,1.0,3037
8370,reflexion_react,1.0,1.0,2004
9965,reflexion_react,1.0,1.0,22040
1065,reflexion_react,1.0,1.0,3287
81,reflexion_react,0.0,0.0,30093
3581,reflexion_react,1.0,1.0,2003
4226,reflexion_react,1.0,1.0,76892
9322,reflexion_react,1.0,1.0,2085
8303,reflexion_react,1.0,1.0,3243
6932,reflexion_react,1.0,1.0,10485
9498,reflexion_react,1.0,1.0,1847
5381,reflexion_react,1.0,1.0,2019
4080,reflexion_react,1.0,1.0,3080
9871,reflexion_react,1.0,1.0,9657
2985,reflexion_react,1.0,1.0,1926
5364,reflexion_react,1.0,1.0,2069
120,reflexion_react,1.0,1.0,2115
9141,reflexion_react,1.0,1.0,1913
4324,reflexion_react,0.0,0.0,43483
7309,reflexion_react,1.0,1.0,1974
1527,reflexion_react,1.0,1.0,2064
7706,reflexion_react,1.0,1.0,2321
7453,reflexion_react,1.0,1.0,3291
6544,reflexion_react,1.0,1.0,2065
3255,reflexion_react,1.0,1.0,3160
6047,reflexion_react,1.0,1.0,2093
8422,reflexion_react,1.0,1.0,2111
7587,reflexion_react,1.0,1.0,3106
8275,reflexion_react,0.0,0.0,34231
9923,reflexion_react,1.0,1.0,2119
1419,reflexion_react,1.0,1.0,5943
6066,reflexion_react,1.0,1.0,2004
9359,reflexion_react,0.0,0.0,36499
7169,reflexion_react,1.0,1.0,3305
9109,reflexion_react,1.0,1.0,3141
905,reflexion_react,1.0,1.0,4357
4645,reflexion_react,1.0,1.0,18514
430,reflexion_react,1.0,1.0,3056
619,reflexion_react,1.0,1.0,22961
285,reflexion_react,1.0,1.0,1975
6739,reflexion_react,1.0,1.0,4386
5493,reflexion_react,1.0,1.0,1978
8766,reflexion_react,1.0,1.0,11356
2667,reflexion_react,1.0,1.0,9312
3750,reflexion_react,1.0,1.0,23506
5960,reflexion_react,1.0,1.0,2033
9634,reflexion_react,1.0,1.0,21625
3667,reflexion_react,1.0,1.0,2004
8684,reflexion_react,0.0,0.0,105650
9428,reflexion_react,0.0,0.0,30396
4805,reflexion_react,0.0,0.0,85092
7858,reflexion_react,1.0,1.0,3065
2745,reflexion_react,1.0,1.0,1945
7236,reflexion_react,1.0,1.0,20009
5536,reflexion_react,1.0,1.0,50643
3546,reflexion_react,1.0,1.0,2110
9454,reflexion_react,0.0,0.0,41231
193,reflexion_react,1.0,1.0,4280
4,reflexion_react,1.0,1.0,1984
6617,reflexion_react,0.0,0.0,94140
6348,reflexion_react,1.0,1.0,2014
1399,reflexion_react,1.0,1.0,3094
527,reflexion_react,1.0,1.0,2043
5217,reflexion_react,1.0,1.0,6837
8256,reflexion_react,0.0,0.0,33480
8100,reflexion_react,1.0,1.0,2138
8566,reflexion_react,1.0,1.0,8903
7795,reflexion_react,1.0,1.0,2022
2594,reflexion_react,1.0,1.0,3099
9341,reflexion_react,1.0,1.0,2017
5031,reflexion_react,1.0,1.0,41668
2692,reflexion_react,0.0,0.0,104273
9136,reflexion_react,1.0,1.0,2005
1952,reflexion_react,0.0,0.0,29429
9769,reflexion_react,0.0,0.0,43928
4159,reflexion_react,1.0,1.0,2010
7978,reflexion_react,1.0,1.0,1957
7365,reflexion_react,1.0,1.0,21481
6837,reflexion_react,0.0,0.0,113205
693,reflexion_react,1.0,1.0,19673
1412,reflexion_react,1.0,1.0,2016
9337,reflexion_react,1.0,1.0,3359
558,reflexion_react,0.0,0.0,30983
5629,reflexion_react,1.0,1.0,28716
1178,reflexion_react,1.0,1.0,2454
3026,reflexion_react,1.0,1.0,76562
5518,reflexion_react,1.0,1.0,54674
1122,reflexion_react,1.0,1.0,2018
1347,reflexion_react,1.0,1.0,1986
8720,reflexion_react,1.0,1.0,904
3017,reflexion_react,1.0,1.0,2022
913,reflexion_react,0.0,0.0,42115
4832,reflexion_react,1.0,1.0,3215
2570,reflexion_react,1.0,1.0,1977
1680,reflexion_react,1.0,1.0,4608
7539,reflexion_react,1.0,1.0,2023
4328,reflexion_react,1.0,1.0,10711
7847,reflexion_react,0.0,0.0,30633
6579,reflexion_react,1.0,1.0,3062
6331,reflexion_react,1.0,1.0,1953
5922,reflexion_react,0.0,0.0,96612
5352,reflexion_react,0.0,0.0,32132
6447,reflexion_react,1.0,1.0,3027
9767,reflexion_react,1.0,1.0,2080
8806,reflexion_react,1.0,1.0,3339
4027,reflexion_react,1.0,1.0,1969
1720,reflexion_react,1.0,1.0,9745
5025,reflexion_react,1.0,1.0,17986
4062,reflexion_react,0.0,0.0,29126
3764,reflexion_react,1.0,1.0,76276
2729,reflexion_react,1.0,1.0,2084
6165,reflexion_react,1.0,1.0,1985
1404,reflexion_react,1.0,1.0,3135
2623,reflexion_react,1.0,1.0,2086
4099,reflexion_react,1.0,1.0,9813
754,reflexion_react,1.0,1.0,9872
825,reflexion_react,0.0,0.0,49990
1738,reflexion_react,1.0,1.0,1996
6224,reflexion_react,1.0,1.0,3366
6535,reflexion_react,1.0,1.0,4615
7832,reflexion_react,1.0,1.0,2042
4754,reflexion_react,1.0,1.0,2005
633,reflexion_react,0.0,0.0,97604
3823,reflexion_react,1.0,1.0,92075
6087,reflexion_react,1.0,1.0,2018
4992,reflexion_react,1.0,1.0,67213
8661,reflexion_react,1.0,1.0,15541
5954,reflexion_react,1.0,1.0,32899
927,reflexion_react,1.0,1.0,4400
7288,reflexion_react,1.0,1.0,16262
5166,reflexion_react,0.0,0.0,53607
818,reflexion_react,1.0,1.0,3016
9794,reflexion_react,1.0,1.0,1974
8747,reflexion_react,1.0,1.0,4739
7196,reflexion_react,0.0,0.0,34022
9356,reflexion_react,1.0,1.0,34527
546,reflexion_react,1.0,1.0,15421
4091,reflexion_react,1.0,1.0,2056
4384,reflexion_react,1.0,1.0,1981
3254,reflexion_react,1.0,1.0,2082
3053,reflexion_react,1.0,1.0,13260
404,reflexion_react,1.0,1.0,1896
6611,reflexion_react,1.0,1.0,2005
8847,reflexion_react,1.0,1.0,2069
2919,reflexion_react,0.0,0.0,33676
1167,reflexion_react,1.0,1.0,3279
8408,reflexion_react,1.0,1.0,7795
5972,reflexion_react,1.0,1.0,18911
6036,reflexion_react,0.0,0.0,29985
5168,reflexion_react,1.0,1.0,2117
9670,reflexion_react,1.0,1.0,1931
5006,reflexion_react,1.0,1.0,3186
4425,reflexion_react,0.0,0.0,44632
2294,reflexion_react,0.0,0.0,31291
6464,reflexion_react,1.0,1.0,39329
8477,reflexion_react,1.0,1.0,1986
5871,reflexion_react,1.0,1.0,1956
232,reflexion_react,1.0,1.0,3194
880,reflexion_react,1.0,1.0,2128
9476,reflexion_react,1.0,1.0,2085
7051,reflexion_react,0.0,0.0,103927
5733,reflexion_react,1.0,1.0,3542
9370,reflexion_react,1.0,1.0,16339
8379,reflexion_react,1.0,1.0,2191
9395,reflexion_react,1.0,1.0,2089
2576,reflexion_react,1.0,1.0,2033
3095,reflexion_react,1.0,1.0,3860
3389,reflexion_react,1.0,1.0,5959
5501,reflexion_react,1.0,1.0,2102
7320,reflexion_react,1.0,1.0,2097
9459,reflexion_react,1.0,1.0,1990
9174,reflexion_react,0.0,0.0,67002
6696,reflexion_react,1.0,1.0,2191
273,reflexion_react,1.0,1.0,2058
9536,reflexion_react,1.0,1.0,9605
3550,reflexion_react,1.0,1.0,2003
2161,reflexion_react,1.0,1.0,25350
9989,reflexion_react,1.0,1.0,2016
5555,reflexion_react,1.0,1.0,1912
6747,reflexion_react,1.0,1.0,13957
244,reflexion_react,1.0,1.0,1887
9666,reflexion_react,1.0,1.0,2083
6849,reflexion_react,1.0,1.0,3054
5891,reflexion_react,0.0,0.0,53280
4320,reflexion_react,1.0,1.0,1956
3804,reflexion_react,1.0,1.0,4904
5440,reflexion_react,1.0,1.0,1963
6349,reflexion_react,1.0,1.0,1939
3015,reflexion_react,1.0,1.0,2019
6991,reflexion_react,0.0,0.0,30066
6526,reflexion_react,1.0,1.0,3098
16,reflexion_react,1.0,1.0,1988
3306,reflexion_react,1.0,1.0,3112
4885,reflexion_react,1.0,1.0,1992
7083,reflexion_react,1.0,1.0,12600
6971,reflexion_react,0.0,0.0,31708
4923,reflexion_react,1.0,1.0,1934
6829,reflexion_react,1.0,1.0,2004
2186,reflexion_react,0.0,0.0,30474
2107,reflexion_react,1.0,1.0,17020
3266,reflexion_react,1.0,1.0,3019
8571,reflexion_react,1.0,1.0,1996
846,reflexion_react,1.0,1.0,29917
7445,reflexion_react,0.0,0.0,100233
7831,reflexion_react,1.0,1.0,12104
8350,reflexion_react,0.0,0.0,32651
5855,reflexion_react,1.0,1.0,3165
8808,reflexion_react,1.0,1.0,3056
7423,reflexion_react,1.0,1.0,33896
9055,reflexion_react,1.0,1.0,14878
3547,reflexion_react,1.0,1.0,6668
9409,reflexion_react,1.0,1.0,2054
7989,reflexion_react,1.0,1.0,3206
41,reflexion_react,1.0,1.0,1959
4728,reflexion_react,1.0,1.0,4524
1594,reflexion_react,1.0,1.0,1996
669,reflexion_react,0.0,0.0,83317
3747,reflexion_react,1.0,1.0,2058
446,reflexion_react,1.0,1.0,23346
5030,reflexion_react,1.0,1.0,1977
5161,reflexion_react,0.0,0.0,34176
259,reflexion_react,1.0,1.0,3100
2703,reflexion_react,1.0,1.0,1916
8028,reflexion_react,1.0,1.0,51122
857,reflexion_react,1.0,1.0,1957
3604,reflexion_react,1.0,1.0,3179
3968,reflexion_react,1.0,1.0,2104
3069,reflexion_react,1.0,1.0,8312
9503,reflexion_react,0.0,0.0,30432
1208,reflexion_react,1.0,1.0,2090
7091,reflexion_react,1.0,1.0,3063
5552,reflexion_react,0.0,0.0,53145
9120,reflexion_react,1.0,1.0,4590
1746,reflexion_react,1.0,1.0,3193
806,reflexion_react,1.0,1.0,2129
226,reflexion_react,0.0,0.0,37520
1552,reflexion_react,1.0,1.0,1951
6753,reflexion_react,0.0,0.0,32057
9529,reflexion_react,0.0,0.0,79381
9202,reflexion_react,0.0,0.0,111470
7840,reflexion_react,1.0,1.0,1944
3284,reflexion_react,0.0,0.0,33293
5579,reflexion_react,1.0,1.0,3332
5971,reflexion_react,1.0,1.0,3168
1354,reflexion_react,1.0,1.0,2040
5816,reflexion_react,1.0,1.0,9661
7649,reflexion_react,0.0,0.0,31992
2146,reflexion_react,1.0,1.0,2014
7842,reflexion_react,1.0,1.0,2530
906,reflexion_react,1.0,1.0,2079
4974,reflexion_react,1.0,1.0,2197
394,reflexion_react,1.0,1.0,7988
1092,reflexion_react,1.0,1.0,15841
3169,reflexion_react,1.0,1.0,2344
1589,reflexion_react,1.0,1.0,38092
7899,reflexion_react,0.0,0.0,30910
3603,reflexion_react,0.0,0.0,32464
6996,reflexion_react,1.0,1.0,1976
8123,reflexion_react,1.0,1.0,1959
3817,reflexion_react,1.0,1.0,3366
5277,reflexion_react,1.0,1.0,2142
1098,reflexion_react,1.0,1.0,1995
4369,reflexion_react,1.0,1.0,44124
1402,reflexion_react,1.0,1.0,3249
2464,reflexion_react,0.0,0.0,49768
5090,reflexion_react,1.0,1.0,2017
8952,reflexion_react,1.0,1.0,3125
6031,reflexion_react,1.0,1.0,1990
7440,reflexion_react,0.0,0.0,30947
7717,reflexion_react,1.0,1.0,1982
5042,reflexion_react,0.0,0.0,82749
8075,reflexion_react,1.0,1.0,3076
1330,reflexion_react,1.0,1.0,2050
5762,reflexion_react,1.0,1.0,3059
7069,reflexion_react,1.0,1.0,3101
2577,reflexion_react,1.0,1.0,2079
7030,reflexion_react,1.0,1.0,1956
5163,reflexion_react,1.0,1.0,18027
4144,reflexion_react,1.0,1.0,3121
9172,reflexion_react,1.0,1.0,3216
3641,reflexion_react,0.0,0.0,81695
292,reflexion_react,1.0,1.0,2021
9768,reflexion_react,0.0,0.0,31650
1765,reflexion_react,1.0,1.0,2133
1726,reflexion_react,0.0,0.0,102826
7382,reflexion_react,1.0,1.0,4823
1887,reflexion_react,1.0,1.0,2074
3047,reflexion_react,1.0,1.0,1927
1936,reflexion_react,1.0,1.0,2047
3898,reflexion_react,1.0,1.0,3173
4221,reflexion_react,1.0,1.0,2057
7822,reflexion_react,1.0,1.0,9199
5229,reflexion_react,1.0,1.0,2141
7564,reflexion_react,0.0,0.0,90691
4993,reflexion_react,1.0,1.0,14985
1783,reflexion_react,1.0,1.0,2075
9724,reflexion_react,1.0,1.0,1962
8772,reflexion_react,1.0,1.0,2055
3020,reflexion_react,1.0,1.0,24309
2925,reflexion_react,0.0,0.0,32794
4125,reflexion_react,1.0,1.0,2034
8289,reflexion_react,1.0,1.0,9025
6406,reflexion_react,1.0,1.0,2063
1139,reflexion_react,1.0,1.0,2100
4210,reflexion_react,1.0,1.0,2071
227,reflexion_react,1.0,1.0,6693
1012,reflexion_react,1.0,1.0,1974
2639,reflexion_react,1.0,1.0,2407
8930,reflexion_react,1.0,1.0,3173
7336,reflexion_react,0.0,0.0,72996
4790,reflexion_react,0.0,0.0,98022
6638,reflexion_react,1.0,1.0,2023
1575,reflexion_react,0.0,0.0,37192
5343,reflexion_react,1.0,1.0,3079
2690,reflexion_react,1.0,1.0,14434
7428,reflexion_react,1.0,1.0,2056
642,reflexion_react,1.0,1.0,1990
1941,reflexion_react,0.0,0.0,42118
9612,reflexion_react,1.0,1.0,3101
1276,reflexion_react,0.0,0.0,43824
6111,reflexion_react,1.0,1.0,2286
1384,reflexion_react,1.0,1.0,3032
5302,reflexion_react,1.0,1.0,3150
3370,reflexion_react,1.0,1.0,3121
5092,reflexion_react,1.0,1.0,2036
8744,reflexion_react,1.0,1.0,1992
6798,reflexion_react,1.0,1.0,2040
609,reflexion_react,1.0,1.0,9217
8729,reflexion_react,1.0,1.0,4433
2990,reflexion_react,1.0,1.0,2062
1615,reflexion_react,1.0,1.0,1970
5378,reflexion_react,1.0,1.0,2137
4373,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4191
4411,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4916
7752,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,13981
2078,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4714
7777,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4594
7398,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4380
2021,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5295
8755,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,9050
4242,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5538
5880,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,8910
4795,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4342
9500,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4193
344,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5295
2194,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12322
3125,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7284
7350,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4522
4187,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4501
1564,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5240
8501,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4256
7826,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5805
2634,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4366
6223,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4490
2939,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,8501
7736,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,9511
6431,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5437
8853,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5635
8292,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4295
4922,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5747
9578,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4386
6280,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,8510
5545,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5728
8144,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4619
9250,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,14832
2632,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4295
1652,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5636
234,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,6739
5535,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4257
2432,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,10290
3854,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4677
9696,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5635
1950,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4375
342,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5254
6116,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13472
6266,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5380
6686,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,6517
4877,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,13920
705,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4499
6245,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4353
2278,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,13642
8642,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4079
644,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,7002
2850,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4230
5903,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13179
150,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4295
7976,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,10635
867,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6975
6248,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4321
8712,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4152
4260,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4310
4562,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4135
441,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5698
1019,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4641
4950,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4193
7521,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4686
4312,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4261
294,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4201
1613,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4291
5524,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4129
9836,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4201
7088,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4786
1413,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4312
6656,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4380
9954,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12550
9131,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5517
5917,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7200
6853,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,11787
7884,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,3969
1068,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4265
470,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5879
4007,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4232
9761,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4325
2114,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4173
8199,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4155
3905,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,12261
4218,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4600
2019,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4401
7525,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7430
3148,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12514
1924,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4454
4921,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4217
4410,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5502
2778,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4505
7732,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4259
3121,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4184
8565,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4196
5516,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4316
6857,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4640
4508,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4051
